"SystematicName","Row","Col","ControlType","ProbeName","logFC","AveExpr","t","P.Value","adj.P.Val","B","GenBank_accession","GENE_SYMBOL","GENE_NAME"
"NM_001301374",24,152,0,"A_55_P2002963",1.82110958291246,9.1731139496991,6.50200254439915,2.36429268115142e-05,0.00683938270686058,2.99591217423297,"NM_001301374","Coro1a","coronin, actin binding protein 1A"
"NM_001301705",35,83,0,"A_55_P2006525",1.08852767758458,7.93405602366636,5.60894687341953,8.64980115282599e-05,0.0121868227546985,1.75101630479621,"NM_001301705","Adamtsl4","ADAMTS-like 4"
"NM_001302338",23,15,0,"A_55_P2804199",1.53608372912774,6.38696694634477,3.63927948216036,0.00549930024451094,0.0940672064258756,-2.07163266549468,"NM_001302338","Nfe2","nuclear factor, erythroid derived 2"
"NM_001305262",383,97,0,"A_55_P2046443",1.39366758390049,7.55031535827699,5.32264028233313,0.000140630205620442,0.01602421891151,1.28592881824567,"NM_001305262","Duoxa1","dual oxidase maturation factor 1"
"NM_001305451",237,78,0,"A_55_P1987291",-1.16426305318688,6.08771104697573,-4.70255823190013,0.000418632396913182,0.0273008456822315,0.237080433091827,"NM_001305451","Lppr5","lipid phosphate phosphatase-related protein type 5"
"NM_001305800",313,24,0,"A_55_P1965154",-1.81351412547974,8.8883358895158,-9.11253125518418,5.42960120560387e-07,0.000961100474641966,6.43041631134875,"NM_001305800","Spc25","SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"
"NM_001306069",133,58,0,"A_52_P645357",-1.2598605665296,8.54503454042549,-3.65659817132524,0.00397024711935048,0.0805476127234691,-1.84451403511508,"NM_001306069","Adipor1","adiponectin receptor 1"
"NM_001308646",207,119,0,"A_55_P2031939",1.11247290876097,7.45215606192409,3.56644757896362,0.00397735351481313,0.0805477962876771,-1.89250152074415,"NM_009700","Aqp4","aquaporin 4"
"NM_001309382",2,18,0,"A_55_P2048855",3.34974615127636,9.09880017849251,14.7556608373704,1.79924984412986e-09,5.10492162025744e-05,11.0020504479949,"NM_001164787","Sprr2a2","small proline-rich protein 2A2"
"NM_001310702",233,59,0,"A_55_P2729888",-1.10551869541033,5.35388095591104,-7.36877906363039,5.58809581941931e-06,0.00328576570754388,4.32790703824211,"NM_030184","Armc9","armadillo repeat containing 9"
"NM_001313749",172,150,0,"A_55_P2831026",1.90494950817686,6.62040458345788,9.32443549222113,4.18359009023739e-07,0.000907130775095958,6.65869147214803,"NM_028773","Sash3","SAM and SH3 domain containing 3"
"NM_001316665",241,10,0,"A_55_P1985544",-1.00756536360365,5.7771245178019,-5.90193906610862,5.32284282878554e-05,0.00977490991325033,2.2137722259267,"NM_029911","Kcnk10","potassium channel, subfamily K, member 10"
"NM_001316684",190,107,0,"A_55_P2745718",1.19911104042982,7.78116578095258,6.42585216585066,2.30157846182825e-05,0.00671173268016624,3.00747353079194,"NM_009164","Sh3bp1","SH3-domain binding protein 1"
"NM_001316688",153,68,0,"A_55_P1958597",1.56011587861454,6.98795673522729,6.21335610897512,3.21900450537209e-05,0.00777286853861017,2.69078600423171,"NM_011988","Slc27a3","solute carrier family 27 (fatty acid transporter), member 3"
"NM_001329965",210,77,0,"A_55_P2048607",2.11716651948868,10.5089090860749,4.78356793300748,0.00124470405500959,0.0459536314909038,-0.571073169488421,"NM_017370","Hp","haptoglobin"
"NM_001346668",29,160,0,"A_55_P1990919",1.27771865275794,11.0835143570397,5.04529515863056,0.000234076490762544,0.0204960863441287,0.801410230111168,"NM_013759","Msrb1","methionine sulfoxide reductase B1"
"NM_001355054",345,116,0,"A_55_P2735435",1.23981281703027,6.12652629456874,6.01397292812402,4.43496760141434e-05,0.00892770469479588,2.38714724545165,"NM_008279","Map4k1","mitogen-activated protein kinase kinase kinase kinase 1"
"NM_001356285",381,7,0,"A_51_P471819",-1.34877726841063,8.55006872103913,-7.67758592305079,3.60353239311195e-06,0.00276327629252889,4.73113638085096,"XM_011247147","Gpam","glycerol-3-phosphate acyltransferase, mitochondrial"
"NM_001356465",362,92,0,"A_55_P1953758",1.55923741562909,9.23560546215981,7.25397007682516,6.5981730031154e-06,0.00352254861786256,4.1743942766967,"NM_001253386","Serinc2","serine incorporator 2"
"NM_001356532",79,3,0,"A_55_P2091191",1.09557180276044,5.79665106649482,4.52205150679952,0.000580506860168022,0.0316909857544505,-0.0780755001638624,"NM_172980","Slc28a2","solute carrier family 28 (sodium-coupled nucleoside transporter), member 2"
"NM_001357033",125,93,0,"A_55_P2807386",-1.13391032625402,7.00471654816829,-4.75019446600378,0.000384290236899077,0.0260221354329811,0.31955571345271,"NM_178631","Ralyl","RALY RNA binding protein-like"
"NM_001357127",172,160,0,"A_55_P1969156",1.35109075143625,7.01214250974511,5.79822530346185,6.31232519011775e-05,0.0105647327101253,2.05150683586679,"NM_013626","Pam","peptidylglycine alpha-amidating monooxygenase"
"NM_001357602",262,68,0,"A_55_P2143688",-1.04385283838252,5.92471203347325,-4.98087346553493,0.000254944294824246,0.021440381507878,0.714603953840546,"NM_172290","Ntm","neurotrimin"
"NM_001357828",82,64,0,"A_55_P2808468",1.06467274995851,7.5012863009898,4.96134965593038,0.0002638829018079,0.0216075544921924,0.681454499952025,"NM_016963","Tmod3","tropomodulin 3"
"NM_001357923",184,19,0,"A_52_P92121",-1.55996077743181,7.13795614403269,-7.20356971351533,7.10119591995996e-06,0.00364203586297144,4.10637882181578,"NM_001164441","Ankrd33b","ankyrin repeat domain 33B"
"NM_001358520",362,154,0,"A_55_P2006906",1.10094664052807,6.46707718599141,6.35328238811555,2.57916749980552e-05,0.00716521103477307,2.90012290288424,"NM_027870","Armcx3","armadillo repeat containing, X-linked 3"
"NM_001358527",55,2,0,"A_66_P138289",-1.17468582560539,10.2790202041936,-4.14966015938119,0.00131747804662899,0.0470515073423106,-0.837856373185565,"NM_134006","Rdh5","retinol dehydrogenase 5"
"NM_001358821",205,92,0,"A_55_P2799238",-1.05292640976628,5.9655954171084,-3.75526949010638,0.00269532700202688,0.0662105327835563,-1.52950011698283,"NM_175328","Slc6a15","solute carrier family 6 (neurotransmitter transporter), member 15"
"NM_001358854",1,98,0,"A_55_P2743485",1.46889977732443,6.06238385413307,4.08683946898015,0.00223004223343359,0.0604893625890004,-1.24519446248383,"NM_007780","Csf2rb","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
"NM_001358854",147,122,0,"A_52_P52618",1.81972319056532,8.52596482289334,4.01054426613362,0.00344224598381143,0.0751918030288918,-1.5840565072403,"NM_007780","Csf2rb","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
"NM_001358965",131,46,0,"A_55_P2094925",2.38227107901871,11.1098857685097,6.28351582987913,0.000128346189205983,0.0150484910852203,1.55111034527743,"NM_011157","Srgn","serglycin"
"NM_001359036",248,92,0,"A_55_P1996578",1.17793559692978,9.28474462721137,5.51651463078601,0.000101066824514899,0.0133372952490649,1.60224470329805,"NM_001163215","Fgfr3","fibroblast growth factor receptor 3"
"NM_001359208",191,159,0,"A_55_P2031496",-1.192500351595,9.20235486096369,-6.38476370394456,2.45463917076672e-05,0.00699942209774661,2.94679440631219,"NM_001289776","Rufy3","RUN and FYVE domain containing 3"
"NM_001359318",141,60,0,"A_52_P27482",-1.38894097085554,5.37071141821009,-7.41234201442589,5.24895591126757e-06,0.00325904740440076,4.38564125745105,"NM_001081346","Rtkn2","rhotekin 2"
"NM_001359318",90,29,0,"A_51_P193832",-1.49877835095851,5.88176539038964,-7.89769605843302,2.65467320979918e-06,0.00239110208396912,5.01009746035402,"NM_001081346","Rtkn2","rhotekin 2"
"NM_001359642",134,38,0,"A_66_P134412",-1.08656851784586,6.96982698356336,-5.79620902871093,6.33337695312566e-05,0.0105647327101253,2.04833548513627,"NM_207522","Mettl25","methyltransferase like 25"
"NM_001359759",26,84,0,"A_55_P1957049",-1.1157701958427,9.07725241026717,-4.49948403068209,0.000604892956643023,0.0321707615600983,-0.117759973646329,"NM_174991","Adgrb1","adhesion G protein-coupled receptor B1"
"NM_001359812",98,108,0,"A_55_P2872513",1.21666202075329,6.91039235736053,4.60597015692561,0.000498409260844959,0.0294929807947801,0.068950633120652,"NM_170758","Cd300a","CD300A antigen"
"NM_001360002",331,155,0,"A_55_P2826334",1.17448122807488,6.8579099161053,5.8024335139101,6.26862423525493e-05,0.0105647327101253,2.05812377010286,"NM_172665","Pdk1","pyruvate dehydrogenase kinase, isoenzyme 1"
"NM_001360047",247,6,0,"A_52_P539310",-1.05773467354746,8.22412638219451,-5.44754955548823,0.000113601585791783,0.0139928891359284,1.49038394803213,"NM_001160326","Serp2","stress-associated endoplasmic reticulum protein family member 2"
"NM_001360361",186,63,0,"A_51_P519108",-1.03283603701179,7.50634721441839,-4.92549282508577,0.000281160552916591,0.0221590503629011,0.620433267219194,"NM_172859","Dzank1","double zinc ribbon and ankyrin repeat domains 1"
"NM_001360780",299,81,0,"A_66_P100736",1.7022495225164,5.99892776612389,3.97840262626769,0.00357805832587256,0.0765579800951273,-1.62450799321637,"NR_003564","Gm15698","transcription elongation factor B (SIII), polypeptide 2 pseudogene"
"NM_001361268",360,84,0,"A_55_P2727539",-1.28147323532641,7.48917430195125,-5.71406953503851,7.25690662038754e-05,0.0110995462580564,1.91859726664311,"NM_001164621","Rnf14","ring finger protein 14"
"NM_001362105",301,83,0,"A_55_P2744181",-1.09582692485428,6.27715764581001,-6.50424850611543,2.03681968984425e-05,0.00638656983515247,3.12251112202806,"NM_027526","Rasgef1a","RasGEF domain family, member 1A"
"NM_001362105",176,76,0,"A_51_P200517",-1.27104906911423,6.79959216848832,-5.61719567105516,8.5309682033209e-05,0.012132576207956,1.76422843599674,"NM_027526","Rasgef1a","RasGEF domain family, member 1A"
"NM_001362199",60,53,0,"A_52_P194680",-1.17294646095762,7.12717095530274,-6.03899128510208,4.25888707751377e-05,0.00878907577268108,2.42559266006607,"XM_011241836","Zranb1","zinc finger, RAN-binding domain containing 1"
"NM_001362199",335,48,0,"A_55_P2095933",-1.21233594188578,7.09180565315178,-5.90840532936295,5.26682278308573e-05,0.00977490991325033,2.22383284428344,"NM_207302","Zranb1","zinc finger, RAN-binding domain containing 1"
"NM_001362407",152,149,0,"A_55_P2827877",-1.13263589301395,8.98416483590043,-4.19015991727061,0.00108793965376412,0.0428543893226219,-0.680088731638006,"NM_033610","Sncb","synuclein, beta"
"NM_001362511",148,121,0,"A_55_P2075692",-1.11604351793713,6.54452782243766,-6.00848385171313,4.47461571797109e-05,0.00892770469479588,2.37869900035937,"NM_001035245","Trpm3","transient receptor potential cation channel, subfamily M, member 3"
"NM_001362868",191,151,0,"A_55_P2035300",-1.05432265676808,9.14054947481898,-4.41129874365245,0.000710824744883911,0.0352277293872817,-0.273406299756439,"NM_001163355","Rhot1","ras homolog gene family, member T1"
"NM_001363163",89,67,0,"A_55_P2137253",-1.19425383470057,5.96399675029012,-4.70156304334574,0.000422640243483662,0.027471615826438,0.229359167558837,"NM_001302630","Osbp2","oxysterol binding protein 2"
"NM_001363454",248,68,0,"A_55_P2798054",1.80241357819322,7.20462360825099,4.16152570442524,0.00250233056489228,0.0639601944198109,-1.29742908335269,"NM_001081105","Rhoh","ras homolog gene family, member H"
"NM_001364179",296,38,0,"A_55_P2039289",-1.52845628221785,10.7614560377701,-9.06521275040995,5.75864237163218e-07,0.000961100474641966,6.37868753228334,"NM_001012401","Hspb6","heat shock protein, alpha-crystallin-related, B6"
"NM_001365118",43,45,0,"A_66_P104980",-1.27396561120853,8.72022998329098,-4.71529355956627,0.000415640720169424,0.0272665117526173,0.246950782679578,"NM_177919","Tceal5","transcription elongation factor A (SII)-like 5"
"NM_001368665",202,129,0,"A_55_P2750140",1.03194940158952,7.77079079999497,4.02868513174199,0.00144592306868369,0.0490929045018735,-0.958237985053559,"NM_054049","Osr2","odd-skipped related 2"
"NM_001368679",253,99,0,"A_55_P2079167",-1.12326676099979,10.4752300720523,-3.88190358062079,0.00222072504534852,0.0603520319436311,-1.3327245290896,"NM_010065","Dnm1","dynamin 1"
"NM_001368858",341,141,0,"A_55_P2811665",-1.07450113031027,8.70083898787205,-3.82757045867653,0.00221408544786446,0.0602558666838806,-1.35651187196581,"NM_025768","Grtp1","GH regulated TBC protein 1"
"NM_001368858",193,17,0,"A_66_P114486",-1.43656401486577,6.99936378747631,-3.69139754188395,0.00438279023208455,0.0844026069399095,-1.89406203186359,"NM_025768","Grtp1","GH regulated TBC protein 1"
"NM_001368881",38,139,0,"A_66_P105605",1.12337536531628,6.65434890191008,5.07564847463318,0.000215828878571537,0.0197535640557127,0.87474953098604,"NM_001290316","Vsig10l","ZV-set and immunoglobulin domain containing 10 like"
"NM_007381",172,128,0,"A_55_P2798972",1.26648483199337,8.3980328903163,6.46478622886126,2.16582069520288e-05,0.00653720719943017,3.06472564893589,"NM_007381","Acadl","acyl-Coenzyme A dehydrogenase, long-chain"
"NM_007393",257,74,0,"A_55_P2112737",1.42719016670733,15.3339445768025,5.66884645544129,0.00011027035779923,0.0138907857363845,1.56566084732055,"NM_007393","Actb","actin, beta"
"NM_007443",234,67,0,"A_51_P145785",1.44977962377681,5.56673783030509,8.5578209193102,1.0983061444212e-06,0.00130793155031656,5.80615711647848,"NM_007443","Ambp","alpha 1 microglobulin/bikunin"
"NM_007482",329,4,0,"A_51_P303160",2.36892371585633,8.63108433426124,9.25926668209407,4.53063826357996e-07,0.000918182386667302,6.58907172285119,"NM_007482","Arg1","arginase, liver"
"NM_007486",332,160,0,"A_52_P515247",1.55504760365855,10.1572878796709,9.31464617796681,4.23385865241946e-07,0.000907130775095958,6.64826638849052,"NM_007486","Arhgdib","Rho, GDP dissociation inhibitor (GDI) beta"
"NM_007489",346,158,0,"A_52_P267651",-1.09866035042235,6.41039553349566,-3.5829920296178,0.00388023070432285,0.0796900801001809,-1.8670855562375,"NM_007489","Arntl","aryl hydrocarbon receptor nuclear translocator-like"
"NM_007532",307,83,0,"A_66_P127969",-1.2568350432509,7.13966202206401,-6.34371575213445,2.61831723509167e-05,0.00718254035924552,2.88590924248739,"NM_007532","Bcat1","branched chain aminotransferase 1, cytosolic"
"NM_007532",209,109,0,"A_55_P2907669",-1.30106079682893,8.24774590776275,-5.89879693889089,5.3502904425574e-05,0.00979362036009418,2.20888112425108,"NM_007532","Bcat1","branched chain aminotransferase 1, cytosolic"
"NM_007536",79,92,0,"A_55_P1978424",1.7201567565731,10.2566705243249,3.77328763165464,0.00521510421415003,0.0919176421561567,-1.97266611840861,"NM_007536","Bcl2a1d","B cell leukemia/lymphoma 2 related protein A1d"
"NM_007538",160,74,0,"A_51_P481147",-1.25005784896734,5.36894161927453,-6.175843939108,3.4176069284216e-05,0.00798074506803636,2.63413959054715,"NM_007538","Opn1sw","opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)"
"NM_007538",143,126,0,"A_66_P121476",-1.78931188313792,9.76192230001509,-6.22641578592719,4.15067366045475e-05,0.00872333247638907,2.4798540834086,"NM_007538","Opn1sw","opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)"
"NM_007553",302,105,0,"A_55_P2041961",-1.11337563825265,6.87801335328757,-4.74620116909587,0.000387053288940324,0.0260847255117799,0.312653373732255,"NM_007553","Bmp2","bone morphogenetic protein 2"
"NM_007585",61,1,0,"A_55_P2110713",1.17786940516344,14.237684208578,5.46216207953322,0.000110815854748701,0.0139120479595465,1.51414642552132,"NM_007585","Anxa2","annexin A2"
"NM_007586",349,125,0,"A_52_P556433",-1.097816685399,6.48344268403773,-5.97998090213115,4.68658210292962e-05,0.00906996820157249,2.33475345174224,"NM_007586","Calb2","calbindin 2"
"NM_007586",129,69,0,"A_51_P311436",-1.76096010340966,6.36457968697599,-4.2816995458784,0.00199634881787008,0.0569863513544987,-1.0883997055457,"NM_007586","Calb2","calbindin 2"
"NM_007602",82,46,0,"A_55_P2047335",1.21177288367032,6.51172230759026,5.48057148846659,0.000107407856306521,0.013789273316999,1.54403658735968,"NM_007602","Capn5","calpain 5"
"NM_007602",143,155,0,"A_52_P683441",1.10726354141924,9.35085564530327,5.09049736878475,0.000210292500798693,0.0194333266662031,0.899723111221737,"NM_007602","Capn5","calpain 5"
"NM_007630",271,81,0,"A_51_P457528",1.22489123289746,7.17008785818953,5.40538406289015,0.000122059110344837,0.014674246221436,1.42163216238824,"NM_007630","Ccnb2","cyclin B2"
"NM_007649",11,82,0,"A_55_P2132549",1.09193127198776,5.21949547316716,6.97573036092734,9.93912942075452e-06,0.00444091259039933,3.79410697144922,"NM_007649","Cd48","CD48 antigen"
"NM_007649",333,139,0,"A_55_P2185605",1.29720830868452,5.85320917584412,6.56489520016297,1.85414938131189e-05,0.00611707596758971,3.21084054759187,"NM_007649","Cd48","CD48 antigen"
"NM_007650",368,156,0,"A_51_P167263",1.13342475316268,5.6315828669114,6.59555557714678,1.76846465894605e-05,0.0059733051828508,3.25527661661714,"NM_007650","Cd5","CD5 antigen"
"NM_007705",377,73,0,"A_55_P2813676",-2.07861713957685,10.8779976311704,-9.07752153076969,5.67105322105871e-07,0.000961100474641966,6.39217031279356,"NM_007705","Cirbp","cold inducible RNA binding protein"
"NM_007705",119,76,0,"A_55_P2506450",-1.36886296535226,6.20034642937022,-7.22361397728305,6.89643808785638e-06,0.00359026036050835,4.13347442463156,"NM_007705","Cirbp","cold inducible RNA binding protein"
"NM_007717",271,66,0,"A_52_P156452",1.36181569043629,7.22032784401616,6.63786007950334,1.6570468805007e-05,0.00575858256071506,3.31634691975335,"NM_007717","Cmah","cytidine monophospho-N-acetylneuraminic acid hydroxylase"
"NM_007717",81,91,0,"A_51_P172917",1.16922312037308,5.95439054032631,4.77829377567626,0.000365418505519094,0.0255051329590172,0.368064920804025,"NM_007717","Cmah","cytidine monophospho-N-acetylneuraminic acid hydroxylase"
"NM_007725",202,154,0,"A_51_P427663",1.04197121735793,7.55305548876321,5.16005719908162,0.000186263546192013,0.0183307364636391,1.01628390938647,"NM_007725","Cnn2","calponin 2"
"NM_007740",316,38,0,"A_55_P2774925",-1.08735916775185,5.23555915603289,-6.15092436916746,3.55665050421594e-05,0.00823763807598911,2.59638591953745,"NM_007740","Col9a1","collagen, type IX, alpha 1"
"NM_007742",13,45,0,"A_55_P2118520",1.19958162688639,7.71315793054792,4.90202404424948,0.000293103922354395,0.0225621387611917,0.58039657855913,"NM_007742","Col1a1","collagen, type I, alpha 1"
"NM_007742",14,162,0,"A_52_P525107",1.13561436216798,7.85618041603635,4.60234969129034,0.000501689911871091,0.0295929252069907,0.0626255113425742,"NM_007742","Col1a1","collagen, type I, alpha 1"
"NM_007756",307,18,0,"A_52_P465980",-1.68454256778195,7.62278279977921,-6.93385747502333,1.05804244228785e-05,0.0045483801808806,3.73585482763615,"NM_007756","Cplx1","complexin 1"
"NM_007776",40,75,0,"A_51_P483877",1.16155985270886,16.0011459711218,3.58845768221987,0.00550723467375295,0.094072255136096,-2.09795977362493,"NM_007776","Crygd","crystallin, gamma D"
"NM_007781",58,142,0,"A_51_P146753",1.65744031300836,7.18054719030767,4.83491635480941,0.000549649822926151,0.0309502327576423,0.0690858859968122,"NM_007781","Csf2rb2","colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"
"NM_007801",46,127,0,"A_52_P51078",1.43075671153284,10.577333240298,6.7111723668809,1.48117422483541e-05,0.00538673568353736,3.42151776444741,"NM_007801","Ctsh","cathepsin H"
"NM_007801",255,130,0,"A_66_P124326",1.23102455497101,7.14881008646292,5.62226843218888,8.4587415537371e-05,0.0120904606918592,1.77234823645756,"NM_007801","Ctsh","cathepsin H"
"NM_007806",114,133,0,"A_55_P1979341",1.25383429978977,10.4682317545898,4.40634149893502,0.000855850338347783,0.0383084592659483,-0.415212674204547,"NM_007806","Cyba","cytochrome b-245, alpha polypeptide"
"NM_007812",187,87,0,"A_52_P246252",-1.92424852648546,8.75994276922478,-6.94963277555452,1.15817001332388e-05,0.00474897992460065,3.66003673185064,"NM_007812","Cyp2a5","cytochrome P450, family 2, subfamily a, polypeptide 5"
"NM_007863",320,68,0,"A_55_P2814955",-1.29498334916481,7.32598460853529,-5.93728039423505,5.02413112078888e-05,0.00952872225112145,2.26867791325907,"NM_007863","Mpp3","membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)"
"NM_007899",162,59,0,"A_51_P405397",1.32487083858601,12.097272293558,3.54606607791715,0.00609374385412288,0.0989920347759648,-2.18619808255466,"NM_007899","Ecm1","extracellular matrix protein 1"
"NM_007906",54,7,0,"A_51_P485862",-1.0373928144501,6.50788464766078,-4.63222035460688,0.000475278821990022,0.0288543898803257,0.114761692792378,"NM_007906","Eef1a2","eukaryotic translation elongation factor 1 alpha 2"
"NM_007921",288,154,0,"A_51_P480241",1.13912135418287,8.75738762184754,4.49458051997737,0.000610330534857912,0.0323674824303853,-0.126390741012213,"NM_007921","Elf3","E74-like factor 3"
"NM_007972",322,106,0,"A_51_P174961",3.15077655255351,7.77315079016598,10.2741515742176,2.82129312231536e-07,0.000895807160976586,6.97011365096334,"NM_007972","F10","coagulation factor X"
"NM_007986",379,3,0,"A_55_P2115225",-1.30513597856443,6.68755056008995,-6.20895962390064,3.2416379960912e-05,0.00779360259691886,2.68415847438383,"NM_007986","Fap","fibroblast activation protein"
"NM_008059",224,71,0,"A_52_P681391",2.48610452342666,8.09216228036882,6.74826116561749,4.74836190718012e-05,0.00910249956083591,2.43904634141749,"NM_008059","G0s2","G0/G1 switch gene 2"
"NM_008077",83,23,0,"A_52_P144310",-1.31172634430769,7.32194354235469,-3.98494012993635,0.00204377215139335,0.0576124444763119,-1.22668684440873,"NM_008077","Gad1","glutamate decarboxylase 1"
"NM_008136",380,158,0,"A_55_P2177173",-1.02115603312883,9.03856113002638,-4.70968193849355,0.000413300408992546,0.0271900030667627,0.249433029928154,"NM_008136","Gnl1","guanine nucleotide binding protein-like 1"
"NM_008142",1,108,0,"A_52_P304858",-1.58795409407995,9.61994269046033,-3.99270818402124,0.00297655473858096,0.0702110378098519,-1.48963961953394,"NM_008142","Gnb1","guanine nucleotide binding protein (G protein), beta 1"
"NM_008176",177,148,0,"A_55_P2811679",-1.67561971780274,11.4417099542301,-5.95972366946262,6.90059568054612e-05,0.0109232782410649,2.00978974307023,"NM_008176","Cxcl1","chemokine (C-X-C motif) ligand 1"
"NM_008189",176,13,0,"A_51_P207751",-1.72830624012383,10.6531086502542,-5.31099458256224,0.000277688161599918,0.0220169397983224,0.737249218549233,"NM_008189","Guca1a","guanylate cyclase activator 1a (retina)"
"NM_008193",246,91,0,"A_55_P2483617",-1.44418775872391,11.7916161316488,-4.61770294889859,0.000804207059521449,0.0372714138084111,-0.292671088968458,"NM_008193","Guk1","guanylate kinase 1"
"NM_008193",196,128,0,"A_51_P235878",-1.10375985930715,8.87036228497204,-4.00668924978815,0.00156502098607673,0.050632131828898,-1.02537854015255,"NM_008193","Guk1","guanylate kinase 1"
"NM_008198",29,102,0,"A_51_P413866",1.28395546255605,9.69487141583746,6.45363520265962,2.20381649746578e-05,0.00654741189260188,3.04835257147313,"NM_008198","Cfb","complement factor B"
"NM_008214",56,48,0,"A_51_P125368",-1.61042586592083,7.7227522210771,-7.00328185023815,9.53971759748205e-06,0.00441685114297077,3.83228900104982,"NM_008214","Hars","histidyl-tRNA synthetase"
"NM_008216",215,43,0,"A_51_P213359",1.09789469961882,6.59473340422021,3.7959568658144,0.00240436051946243,0.0627844184435161,-1.42979088264348,"NM_008216","Has2","hyaluronan synthase 2"
"NM_008230",159,97,0,"A_51_P254656",2.57637714696248,10.2750966701017,6.47628785654975,0.000109826743582476,0.013880232219788,1.70618636654187,"NM_008230","Hdc","histidine decarboxylase"
"NM_008281",372,84,0,"A_51_P434483",1.3438428672041,6.54546024308625,7.40772329793791,5.28385516265521e-06,0.00325904740440076,4.37953340193235,"NM_008281","Hpn","hepsin"
"NM_008348",325,70,0,"A_55_P2830788",2.35675543560072,7.15364083029371,5.65435546017794,0.000288920994037147,0.0224202466979951,0.782547980849355,"NM_008348","Il10ra","interleukin 10 receptor, alpha"
"NM_008361",136,35,0,"A_66_P114500",2.23457164898422,8.61875370447651,6.57370540244715,4.3849971724675e-05,0.00892770469479588,2.48476704214281,"NM_008361","Il1b","interleukin 1 beta"
"NM_008361",22,140,0,"A_51_P212782",2.58046998904049,11.0934109326428,5.32512142760659,0.000799830043077371,0.0372406748049943,-0.0923867355365875,"NM_008361","Il1b","interleukin 1 beta"
"NM_008364",315,78,0,"A_55_P2807476",1.00416668130757,7.59394472134483,3.74860898791844,0.00245310485984455,0.0633021533751155,-1.46730185743074,"NM_008364","Il1rap","interleukin 1 receptor accessory protein"
"NM_008368",61,76,0,"A_51_P286496",1.24046011088922,5.65608728736836,4.85671667726343,0.000353712727452786,0.0251572363984657,0.418750297225555,"NM_008368","Il2rb","interleukin 2 receptor, beta chain"
"NM_008392",242,93,0,"A_51_P123625",3.85713003578677,11.1774312068473,7.29541401037274,0.000128858080384025,0.0150484910852203,1.65109587322009,"NM_008392","Irg1","immunoresponsive gene 1"
"NM_008404",284,73,0,"A_51_P262208",1.74134256726756,6.72466826067973,6.62838233263889,1.68134682092592e-05,0.00575858256071506,3.30268927945632,"NM_008404","Itgb2","integrin beta 2"
"NM_008437",73,51,0,"A_51_P146149",1.05992457747045,5.62450603571211,5.78834897837466,6.41615039123003e-05,0.0105647327101253,2.03596649409999,"NM_008437","Napsa","napsin A aspartic peptidase"
"NM_008452",2,73,0,"A_51_P144264",1.27527112030496,8.13591133353938,4.14801086872846,0.00138027050526348,0.0480021519591139,-0.872607006494484,"NM_008452","Klf2","Kruppel-like factor 2 (lung)"
"NM_008453",167,150,0,"A_51_P492640",1.2455545437138,8.55993924848622,5.32634929244652,0.000139737410336407,0.0159788241747727,1.29203398615768,"NM_008453","Klf3","Kruppel-like factor 3 (basic)"
"NM_008462",316,55,0,"A_52_P147466",1.07140145485895,5.35953222797291,5.57999001384478,9.08089712343268e-05,0.0125989121581708,1.70455220684245,"NM_008462","Klra2","killer cell lectin-like receptor, subfamily A, member 2"
"NM_008471",58,32,0,"A_51_P356642",1.71909501320203,10.7306791622626,7.7275645612914,3.36024213301138e-06,0.00268559070193987,4.795088177218,"NM_008471","Krt19","keratin 19"
"NM_008504",42,3,0,"A_51_P337925",-1.79613764731507,7.70561150926635,-5.93206727456556,6.82576679060634e-05,0.0108925742526056,2.01357380581251,"NM_008504","Gzmm","granzyme M (lymphocyte met-ase 1)"
"NM_008504",250,28,0,"A_55_P2150757",-1.81491670773054,9.05952108033912,-4.44093461761572,0.00154814792176856,0.050503345648101,-0.844316935934485,"NM_008504","Gzmm","granzyme M (lymphocyte met-ase 1)"
"NM_008518",253,103,0,"A_51_P302358",2.39759971235641,7.8104805701958,7.73249396313552,5.84460777701727e-06,0.0033842068194576,4.31341716520944,"NM_008518","Ltb","lymphotoxin B"
"NM_008522",148,109,0,"A_52_P15388",1.69993648578774,10.4037892532464,7.78659229578155,3.09517671960825e-06,0.00254544641962565,4.87015552112434,"NM_008522","Ltf","lactotransferrin"
"NM_008530",353,158,0,"A_51_P517695",1.01439629766208,6.32386742890376,5.03194776174441,0.000233022918447931,0.0204695992665801,0.801066576748093,"NM_008530","Ly6f","lymphocyte antigen 6 complex, locus F"
"NM_008535",123,92,0,"A_51_P143190",1.34367736022746,6.74342265947953,5.63469945202742,8.28444761833508e-05,0.0118951481821452,1.79222920826451,"NM_008535","Lyl1","lymphoblastomic leukemia 1"
"NM_008549",75,116,0,"A_51_P324923",1.0835278339463,7.213813056037,4.72228433841579,0.000404039841228479,0.0268400050835816,0.271269504174551,"NM_008549","Man2a1","mannosidase 2, alpha 1"
